"Story","Title","Result","Date","Stability","Duration (s)"
"Añadir nueva unidad de negocio","Agregar nueva unidad de negocio","SUCCESS","2022-10-06T13:28:53.432406-05:00[America/Bogota]","0.0","20.27"
