"Story","Title","Result","Date","Stability","Duration (s)"
"Añadir nueva unidad de negocio","Agregar nueva unidad de negocio","SUCCESS","2022-10-05T13:10:53.136036-05:00[America/Bogota]","0.0","12.65"
