"Story","Title","Result","Date","Stability","Duration (s)"
"Añadir nueva unidad de negocio","Agregar nueva unidad de negocio","SUCCESS","2022-10-05T19:45:43.539609-05:00[America/Bogota]","0.0","30.07"
