"Story","Title","Result","Date","Stability","Duration (s)"
"Añadir nueva unidad de negocio","Agregar nueva unidad de negocio","SUCCESS","2022-10-07T14:16:13.239309-05:00[America/Bogota]","0.0","16.96"
